context,prompt_bn,response_bn,label
অভ্র সফটওয়্যার ২০০২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সেলিনা হাসান। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,অভ্র সফটওয়্যার কত সালে বাজারে আসে?,২০০২,1
নোয়াখালী জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৫৫৪৪ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৬০০০০০। জেলাটি ১৯২৯ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৪১৭ মিটার।,নোয়াখালী জেলা-এর আয়তন কত?,৫৫৪৪ বর্গকিলোমিটার,1
[NULL],একটি দোকানে ৪৬৩টি ডিম ছিল। ১৪টি বিক্রি হয়ে গেলে কতটি ডিম অবশিষ্ট থাকে?,৪৪৯,1
[NULL],"""মনীষী"" শব্দের একটি ভুল/অশুদ্ধ বানান লিখুন।",মণিষী,1
[NULL],"""বিদ্রোহী"" কবিতাটির রচয়িতা কে?",রবীন্দ্রনাথ ঠাকুর,0
করতোয়া নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৬২৮ কিলোমিটার। নদীটি চট্টগ্রাম অঞ্চল থেকে উৎপন্ন হয়ে রাজশাহী অঞ্চলে প্রবাহিত হয়েছে।,করতোয়া নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,চট্টগ্রাম,1
শব্দকল্প সফটওয়্যার ১৯৯৯ সালে বাজারে আসে। এটি প্রথম তৈরি করেন সেলিনা ভট্টাচার্য। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,"ভিজুয়াল বেসিক, যা ৩টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
বিজয় সফটওয়্যার ২০০০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন তারেক বন্দ্যোপাধ্যায়। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কত সালে বাজারে আসে?,২০০৩,0
নোয়াখালী জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৩৬৯১ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১২০০০০০। জেলাটি ১৮৬৬ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৬১১ মিটার।,নোয়াখালী জেলা-এর আয়তন কত?,৬১১ মিটার,0
পদ্মা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৯৮ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে বরিশাল অঞ্চলে প্রবাহিত হয়েছে।,পদ্মা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,সিলেট,1
সাঙ্গু নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২০৫ কিলোমিটার। নদীটি পাবনা অঞ্চল থেকে উৎপন্ন হয়ে ফরিদপুর অঞ্চলে প্রবাহিত হয়েছে।,সাঙ্গু নদী-এর দৈর্ঘ্য কত?,৪৪৮ কিলোমিটার,0
[NULL],১৭৪২ ও ২০২৬ এর যোগফল কত?,৩৭৬৮,1
তিস্তা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫৯৭ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে মুর্শিদাবাদ অঞ্চলে প্রবাহিত হয়েছে।,তিস্তা নদী-এর দৈর্ঘ্য কত?,৫৯৭ কিলোমিটার,1
[NULL],"""শুশ্রূষা"" শব্দের শুদ্ধ বানান কি ""শুশ্রুষা""?",শুশ্রুষা,0
শব্দকল্প সফটওয়্যার ২০১৩ সালে বাজারে আসে। এটি প্রথম তৈরি করেন তারেক আহমেদ। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,তারেক আহমেদ,0
[NULL],"১০৬, ২৮০ ও ১৫৭ সংখ্যা তিনটির গড় কত?",১৮২,0
বরিশাল জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৪২৯ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৩২০০০০০। জেলাটি ১৮১৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৩১ মিটার।,বরিশাল জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,২৪৬ মিটার,0
হুগলি জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ১৫১৭ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫১০০০০০। জেলাটি ১৯৩৩ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৪৭০ মিটার।,হুগলি জেলা কত সালে প্রতিষ্ঠিত হয়?,১৯৩৩,1
মেঘনা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ১৭৪ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে ঢাকা অঞ্চলে প্রবাহিত হয়েছে।,মেঘনা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,সিলেট,1
"আব্দুল মজুমদার (১৯১৬ সালে পুরুলিয়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত রাজনীতিবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""নদীর ওপারে""। ১৯৮৪ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ১৯৯৩ সালে তিনি মৃত্যুবরণ করেন।",আব্দুল মজুমদার-এর অন্যতম সৃষ্টি কোনটি?,নদীর ওপারে,1
[NULL],একটি দোকানে ২৮৪টি পেন্সিল ছিল। ১৩৯টি বিক্রি হয়ে গেলে কতটি পেন্সিল অবশিষ্ট থাকে?,১৪৫,1
বগুড়া জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৬০৬ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪০০০০০০। জেলাটি ১৮৫৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৫৬৪ মিটার।,বগুড়া জেলা কোন অঞ্চলে অবস্থিত?,মধ্যাঞ্চল,1
[NULL],"""বিভীষিকা"" শব্দের শুদ্ধ বানান কি ""বিভিষীকা""?",বিভিষীকা,0
"ফরিদা হাসান (১৯৯০ সালে ফরিদপুর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সমাজসেবক ছিলেন। তাঁর অন্যতম সৃষ্টি ""মেঘবালিকা""। ২০২১ সালে তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করা হয়। ২০২৩ সালে তিনি মৃত্যুবরণ করেন।",ফরিদা হাসান কত সালে জন্মগ্রহণ করেন?,১৯৯০,1
"শরৎ সেন (১৯৮৮ সালে পুরুলিয়া অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সংগীতশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""সোনালি ধান""। ২০২০ সালে তাঁকে স্বাধীনতা পুরস্কারে ভূষিত করা হয়। ২০২০ সালে তিনি মৃত্যুবরণ করেন।",শরৎ সেন পেশায় কী ছিলেন?,রাজনীতিবিদ,0
"সুফিয়া বসু (১৯০৪ সালে পাবনা অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত চিত্রশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""মৃত্তিকার ঋণ""। ১৯৭২ সালে তাঁকে সাহিত্য অকাদেমি পুরস্কারে ভূষিত করা হয়। ১৯৮৮ সালে তিনি মৃত্যুবরণ করেন।",সুফিয়া বসু কোথায় জন্মগ্রহণ করেন?,ফরিদপুর,0
"সুকান্ত মজুমদার (১৯৭২ সালে যশোর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত ভাষাবিদ ছিলেন। তাঁর অন্যতম সৃষ্টি ""নিঃশব্দ যাত্রা""। ২০২৪ সালে তাঁকে একুশে পদকে ভূষিত করা হয়। ২০২৪ সালে তিনি মৃত্যুবরণ করেন।",সুকান্ত মজুমদার কত সালে জন্মগ্রহণ করেন?,১৯৭২,1
পুরুলিয়া জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৭৮৯১ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫৭০০০০০। জেলাটি ১৮৭৯ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৭৬৮ মিটার।,পুরুলিয়া জেলা কত সালে প্রতিষ্ঠিত হয়?,১৮৭৯,1
পুঠি সফটওয়্যার ২০১৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন দিলীপ সরকার। সফটওয়্যারটি পাইথন প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,পাইথন,1
কুশিয়ারা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৮৬ কিলোমিটার। নদীটি ময়মনসিংহ অঞ্চল থেকে উৎপন্ন হয়ে মুর্শিদাবাদ অঞ্চলে প্রবাহিত হয়েছে।,কুশিয়ারা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ময়মনসিংহ,1
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ৩ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ২ গুণ অপেক্ষা ৩২ বেশি। সংখ্যাটি কত?,৫৭,0
বিজয় সফটওয়্যার ১৯৯৮ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জাহানারা হাসান। সফটওয়্যারটি সি++ প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,জাভা,0
[NULL],একটি দোকানে ৪২০টি গাছ ছিল। ৩১০টি বিক্রি হয়ে গেলে কতটি গাছ অবশিষ্ট থাকে?,১১০,1
শীতলক্ষ্যা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৩৯৯ কিলোমিটার। নদীটি ঢাকা অঞ্চল থেকে উৎপন্ন হয়ে ময়মনসিংহ অঞ্চলে প্রবাহিত হয়েছে।,শীতলক্ষ্যা নদী-এর দৈর্ঘ্য কত?,৫১৮ কিলোমিটার,0
[NULL],একটি দোকানে ৪০৮টি চেয়ার ছিল। ২২৯টি বিক্রি হয়ে গেলে কতটি চেয়ার অবশিষ্ট থাকে?,১৮৪,0
পদ্মা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫১২ কিলোমিটার। নদীটি ময়মনসিংহ অঞ্চল থেকে উৎপন্ন হয়ে কুমিল্লা অঞ্চলে প্রবাহিত হয়েছে।,পদ্মা নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,খুলনা,0
বর্ণ সফটওয়্যার ২০১৩ সালে বাজারে আসে। এটি প্রথম তৈরি করেন দিলীপ রায়। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,সি শার্প,1
ল্যাবেঙ্গল সফটওয়্যার ২০১০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জসীম সরকার। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কে তৈরি করেন?,জাহানারা তালুকদার,0
[NULL],"৬৭, ২৯ ও ১৯৫ সংখ্যা তিনটির গড় কত?",৮৯,0
[NULL],"ইংরেজি ""fragile"" শব্দের বাংলা অর্থ কী?",ভঙ্গুর,1
হুগলি জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৩৫৯ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১০০০০০০। জেলাটি ১৮০৩ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ২৮১ মিটার।,হুগলি জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,২৮১ মিটার,1
বর্ণ সফটওয়্যার ২০০৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন বিভূতি বন্দ্যোপাধ্যায়। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বর্ণ সফটওয়্যার কে তৈরি করেন?,বেগম তালুকদার,0
গড়াই নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৫৬ কিলোমিটার। নদীটি কুমিল্লা অঞ্চল থেকে উৎপন্ন হয়ে পুরুলিয়া অঞ্চলে প্রবাহিত হয়েছে।,গড়াই নদী-এর দৈর্ঘ্য কত?,৪৫৬ কিলোমিটার,1
ঢাকা জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৭৬১১ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫৯০০০০০। জেলাটি ১৮০৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৩৮১ মিটার।,ঢাকা জেলা কত সালে প্রতিষ্ঠিত হয়?,১৭৮৫,0
রংপুর জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ১৮৬৫ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১৭০০০০০। জেলাটি ১৯১৯ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮২৩ মিটার।,রংপুর জেলা কোন অঞ্চলে অবস্থিত?,পশ্চিমাঞ্চল,0
"আনিসুল সরকার (১৯৫০ সালে চট্টগ্রাম অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত ঔপন্যাসিক ছিলেন। তাঁর অন্যতম সৃষ্টি ""মেঘবালিকা""। ২০১৩ সালে তাঁকে বাংলা একাডেমি পুরস্কারে ভূষিত করা হয়। ২০১৩ সালে তিনি মৃত্যুবরণ করেন।",আনিসুল সরকার-এর অন্যতম সৃষ্টি কোনটি?,মেঘবালিকা,1
[NULL],"""sturdy"" শব্দের অর্থ কী?",প্রাণবন্ত,0
তিস্তা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২৭৩ কিলোমিটার। নদীটি সিলেট অঞ্চল থেকে উৎপন্ন হয়ে চট্টগ্রাম অঞ্চলে প্রবাহিত হয়েছে।,তিস্তা নদী-এর দৈর্ঘ্য কত?,২৭৩ কিলোমিটার,1
বর্ধমান জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৬২৬২ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫৪০০০০০। জেলাটি ১৮৩০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৪৫৮ মিটার।,বর্ধমান জেলা কত সালে প্রতিষ্ঠিত হয়?,১৮৫৮,0
শব্দকল্প সফটওয়্যার ২০১২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন জসীম মজুমদার। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কত সালে বাজারে আসে?,২০১৩,0
রাজশাহী জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৪২৭১ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১১০০০০০। জেলাটি ১৯১৮ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৪৮ মিটার।,রাজশাহী জেলা কত সালে প্রতিষ্ঠিত হয়?,১৯১৮,1
বিজয় সফটওয়্যার ২০১০ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শামসুর খান। সফটওয়্যারটি জাভা প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কত সালে বাজারে আসে?,২০১০,1
"শামসুর খান (১৯৬০ সালে যশোর অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সংগীতশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""মৃত্তিকার ঋণ""। ২০০৬ সালে তাঁকে জাতীয় চলচ্চিত্র পুরস্কারে ভূষিত করা হয়। ২০১৬ সালে তিনি মৃত্যুবরণ করেন।",শামসুর খান কত সালে মৃত্যুবরণ করেন?,২০০৮,0
[NULL],"২৭৭, ২৪২ ও ১৫০ সংখ্যা তিনটির গড় কত?",২২২,0
শব্দকল্প সফটওয়্যার ২০০৩ সালে বাজারে আসে। এটি প্রথম তৈরি করেন দিলীপ মজুমদার। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কত সালে বাজারে আসে?,২০১৭,0
[NULL],"""আক্কেল সেলামি"" এর ভাবার্থ কী?",নির্বুদ্ধিতার দণ্ড,1
মধুমতি নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৪৭৫ কিলোমিটার। নদীটি ঢাকা অঞ্চল থেকে উৎপন্ন হয়ে পাবনা অঞ্চলে প্রবাহিত হয়েছে।,মধুমতি নদী কোন অঞ্চল থেকে উৎপন্ন হয়েছে?,ঢাকা,1
[NULL],২০০ টাকার ৫% কত টাকা?,৯ টাকা,0
[NULL],একটি দোকানে ৬০৮টি মার্বেল ছিল। ১৫৪টি বিক্রি হয়ে গেলে কতটি মার্বেল অবশিষ্ট থাকে?,৪৫৪,1
যশোর জেলা বাংলাদেশের পূর্বাঞ্চলে অবস্থিত। এর মোট আয়তন ৭৫৬৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ২৮০০০০০। জেলাটি ১৯৩১ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৪১০ মিটার।,যশোর জেলা কত সালে প্রতিষ্ঠিত হয়?,১৯৩১,1
[NULL],"""কেঁচে গণ্ডূষ"" বাগধারাটির অর্থ কী?",শেষ সম্বল,0
পুঠি সফটওয়্যার ২০১২ সালে বাজারে আসে। এটি প্রথম তৈরি করেন হুমায়ুন দাশগুপ্ত। সফটওয়্যারটি পাইথন প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,পাইথন,1
পুঠি সফটওয়্যার ২০০৯ সালে বাজারে আসে। এটি প্রথম তৈরি করেন রফিকুল রহমান। সফটওয়্যারটি ভিজুয়াল বেসিক প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,পুঠি সফটওয়্যার কে তৈরি করেন?,রফিকুল রহমান,1
[NULL],৫০০ টাকার ৫০% কত টাকা?,২৮১ টাকা,0
রাজশাহী জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৪৩১৩ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৩১০০০০০। জেলাটি ১৯৮০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮১১ মিটার।,রাজশাহী জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৮১১ মিটার,1
[NULL],১৬ ও ৫৫ এর গুণফল কত?,৮৮০,1
শব্দকল্প সফটওয়্যার ২০১৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন প্রমথ আহমেদ। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কোন প্রোগ্রামিং ভাষায় লেখা হয়েছিল?,ভিজুয়াল বেসিক,0
মধুমতি নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ২৪৯ কিলোমিটার। নদীটি যশোর অঞ্চল থেকে উৎপন্ন হয়ে সিলেট অঞ্চলে প্রবাহিত হয়েছে।,মধুমতি নদী-এর দৈর্ঘ্য কত?,২৪৯ কিলোমিটার,1
হুগলি জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ৪৪২৫ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৭০০০০০। জেলাটি ১৯৪৭ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৫২৬ মিটার।,হুগলি জেলা কোন অঞ্চলে অবস্থিত?,পূর্বাঞ্চল,0
[NULL],১৩০৭ ও ৬২৪ এর যোগফল কত?,১৯৫৬,0
তিস্তা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫৬১ কিলোমিটার। নদীটি কুমিল্লা অঞ্চল থেকে উৎপন্ন হয়ে ঢাকা অঞ্চলে প্রবাহিত হয়েছে।,তিস্তা নদী-এর দৈর্ঘ্য কত?,৫৬১ কিলোমিটার,1
রাজশাহী জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ৬৯২৫ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৪৬০০০০০। জেলাটি ১৮৯৯ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮৪৫ মিটার।,রাজশাহী জেলা কোন অঞ্চলে অবস্থিত?,পশ্চিমাঞ্চল,1
[NULL],"৪৯, ১০৫ ও ১৭ সংখ্যা তিনটির গড় কত?",৫৭,1
শীতলক্ষ্যা নদী বাংলাদেশের একটি গুরুত্বপূর্ণ নদী। এর দৈর্ঘ্য প্রায় ৫০০ কিলোমিটার। নদীটি বর্ধমান অঞ্চল থেকে উৎপন্ন হয়ে নদীয়া অঞ্চলে প্রবাহিত হয়েছে।,শীতলক্ষ্যা নদী-এর দৈর্ঘ্য কত?,৫৩৬ কিলোমিটার,0
[NULL],১০০০ টাকার ৫০% কত টাকা?,৫০০ টাকা,1
[NULL],৩২৪৫ ও ২৯৪১ এর যোগফল কত?,৬১৮৬,1
শব্দকল্প সফটওয়্যার ২০১৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন শরৎ বসু। সফটওয়্যারটি সি শার্প প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,শব্দকল্প সফটওয়্যার কে তৈরি করেন?,শরৎ বসু,1
[NULL],১৮৯২ ও ২৭৯৮ এর যোগফল কত?,৪৬৯০,1
[NULL],৭৫ ও ৪৬ এর গুণফল কত?,৩৪৫০,1
[NULL],"১৯০, ৬১ ও ১৪৮ সংখ্যা তিনটির গড় কত?",১৩৩,1
"আব্দুল রহমান (১৮৬৬ সালে ময়মনসিংহ অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত কবি ছিলেন। তাঁর অন্যতম সৃষ্টি ""মৃত্তিকার ঋণ""। ১৯২৫ সালে তাঁকে রবীন্দ্র পুরস্কারে ভূষিত করা হয়। ১৯৪২ সালে তিনি মৃত্যুবরণ করেন।",আব্দুল রহমান-এর অন্যতম সৃষ্টি কোনটি?,জলছবি,0
টাঙ্গাইল জেলা বাংলাদেশের মধ্যাঞ্চলে অবস্থিত। এর মোট আয়তন ৭৭২৪ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ৫১০০০০০। জেলাটি ১৯৬৪ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৪৯ মিটার।,টাঙ্গাইল জেলা-এর আয়তন কত?,৯৪৩১ বর্গকিলোমিটার,0
[NULL],দুই অঙ্কবিশিষ্ট একটি সংখ্যার এককের অঙ্ক দশকের অঙ্ক অপেক্ষা ১ বেশি। সংখ্যাটি এর অঙ্কদ্বয়ের সমষ্টির ৩ গুণ অপেক্ষা ২৩ বেশি। সংখ্যাটি কত?,৫৬,1
মুর্শিদাবাদ জেলা বাংলাদেশের উত্তরবঙ্গে অবস্থিত। এর মোট আয়তন ৫২২৫ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১৭০০০০০। জেলাটি ১৯০৬ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ৮৯২ মিটার।,মুর্শিদাবাদ জেলা-এর সর্বোচ্চ পাহাড়ের উচ্চতা কত?,৮৯২ মিটার,1
[NULL],বাংলাদেশের জাতীয় পাখি কী?,কোকিল,0
বিজয় সফটওয়্যার ২০১১ সালে বাজারে আসে। এটি প্রথম তৈরি করেন প্রমথ বসু। সফটওয়্যারটি পাইথন প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,বিজয় সফটওয়্যার কে তৈরি করেন?,নুরুল বসু,0
ল্যাবেঙ্গল সফটওয়্যার ২০১৭ সালে বাজারে আসে। এটি প্রথম তৈরি করেন অমিয় মুখোপাধ্যায়। সফটওয়্যারটি ডেলফি প্রোগ্রামিং ভাষায় লেখা হয়েছিল।,ল্যাবেঙ্গল সফটওয়্যার কত সালে বাজারে আসে?,২০১৭,1
ঢাকা জেলা বাংলাদেশের পশ্চিমাঞ্চলে অবস্থিত। এর মোট আয়তন ১৬৯৪ বর্গকিলোমিটার এবং জনসংখ্যা প্রায় ১৮০০০০০। জেলাটি ১৯৭০ সালে প্রশাসনিকভাবে প্রতিষ্ঠিত হয়। এই জেলার সর্বোচ্চ পাহাড়ের উচ্চতা ১৩১ মিটার।,ঢাকা জেলা কত সালে প্রতিষ্ঠিত হয়?,১৩১ মিটার,0
"নীহার তালুকদার (১৯৬৭ সালে সিলেট অঞ্চলে জন্মগ্রহণ করেন) একজন প্রখ্যাত সংগীতশিল্পী ছিলেন। তাঁর অন্যতম সৃষ্টি ""অগ্নিপথ""। ২০১১ সালে তাঁকে জাতীয় চলচ্চিত্র পুরস্কারে ভূষিত করা হয়। ২০২৩ সালে তিনি মৃত্যুবরণ করেন।",নীহার তালুকদার কত সালে জাতীয় চলচ্চিত্র পুরস্কার লাভ করেন?,"২০১১, যা ৮টি আন্তর্জাতিক পুরস্কার অর্জন করে",0
[NULL],৮০০ টাকার ৫০% কত টাকা?,৩৩৫ টাকা,0
